Scaffold	Start	End	Mid	Sites	D.Asia_SW.Sichuan_SW.NE	outlier.D.Asia_SW.Sichuan_SW.NE	D.Asia_SW.Sichuan_Sichuan.NE	outlier.D.Asia_SW.Sichuan_Sichuan.NE	D.Asia_SW.N_N.NE	outlier.D.Asia_SW.N_N.NE	D.Asia_SW.N_N.Sichuan	outlier.D.Asia_SW.N_N.Sichuan	D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	outlier.D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	D.AsiaSW.NoramE_AsiaNE.NoramE	outlier.D.AsiaSW.NoramE_AsiaNE.NoramE	D.AsiaSW.NoramE_AsiaN.NoramE	outlier.D.AsiaSW.NoramE_AsiaN.NoramE	D.AsiaSichuan.NoramE_AsiaNE.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaNE.NoramE	D.AsiaSichuan.NoramE_AsiaN.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaN.NoramE	D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	D.AsiaSW.EuroN_AsiaNE.EuroN	outlier.D.AsiaSW.EuroN_AsiaNE.EuroN	D.AsiaSW.EuroN_AsiaSichuan.EuroN	outlier.D.AsiaSW.EuroN_AsiaSichuan.EuroN	D.AsiaSC.Noram_AsiaSC.CircNoram	outlier.D.AsiaSC.Noram_AsiaSC.CircNoram	D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.fst_Noram.CircnoramE
Scaffold10	2455001	2465000	43058490	41	0.0781	background	-0.208	background	-0.1546	background	0.1047	background	0.2146	background	-0.1407	background	-0.0815	background	0.0214	outlier	0.0806	background	-0.1475	background	0.0218	background	-0.1748	background	0.1473	background	-0.0743	background	-0.0927	background	0.1445	background	-0.0394	background	background
Scaffold10	2465001	2475000	43069765	13	NA	NA	NA	NA	NA	NA	NA	NA	0.5701	background	0.094	outlier	0	background	0.094	outlier	0	background	-0.3171	background	-0.0299	background	-0.3535	background	-0.0225	background	NA	NA	NA	NA	1.0229	outlier	1.0528	outlier	background
Scaffold10	2585001	2595000	43194888	34	-0.4181	background	-0.4094	background	0.0706	background	-0.0313	background	0.6572	outlier	0.0852000000000001	outlier	0.111	background	0.109	outlier	0.1348	outlier	0.0925	outlier	-0.0342	background	0.12	outlier	-0.0413	background	-0.043	background	0.0312	background	-0.0652	background	-0.0548	background	outlier
Scaffold10	2620001	2630000	43224807	663	-0.1753	background	-0.2525	background	-0.0235	background	-0.0553	background	0.6365	outlier	-0.1295	background	0.0780999999999999	background	-0.2622	background	-0.0546	background	-0.1996	background	0.0015	background	-0.3311	background	-0.0957	background	-0.0983	background	0.0743	background	0.3082	background	0.4394	background	outlier
Scaffold10	2665001	2675000	43269431	140	-0.0523	background	-0.0018	background	-0.0013	background	0.0166	background	0.043	background	0.1077	outlier	0.0856	background	0.0207	outlier	-0.00140000000000001	background	0.0423	background	0.0654	background	0.1138	background	0.0446	background	0.0162	background	0.0374	background	0.0591	background	0.0807	background	background
Scaffold10	2690001	2700000	43299494	79	-0.000700000000000006	background	0.2336	background	0.3369	outlier	0.3393	outlier	0.0974	background	0.0449	outlier	0.1221	background	-0.1094	background	-0.0322	background	0.0742	outlier	0.1239	background	0.1743	outlier	0.2328	background	0.0747	outlier	0.1049	background	0.1792	background	0.2096	background	background
Scaffold10	2695001	2705000	43300004	95	-0.0306	background	0.1931	background	0.3041	outlier	0.3195	outlier	0.0936	background	0.0239	background	0.1187	background	-0.1224	background	-0.0276	background	0.0542	outlier	0.114	background	0.1317	outlier	0.1851	background	0.0619	outlier	0.1037	background	0.1524	background	0.1847	background	background
Scaffold10	2800001	2810000	43404393	98	0.0612	background	0.0803	background	0.1229	background	0.2005	background	0.1393	background	0.0921	outlier	0.1988	background	-0.1616	background	-0.0549	background	0.0405	background	0.1988	background	0.0905	background	0.2051	background	0.0136	background	0.1084	background	0.0943	background	0.1492	background	background
Scaffold11	95001	105000	43511217	234	0.264	background	0.0546	background	0.0594	background	0.1208	background	0.1458	background	-0.0192	background	0.2449	outlier	-0.2276	background	0.0365	background	-0.037	background	0.19	background	0.0426	background	0.222	background	-0.0391	background	0.149	background	0.123	background	0.1414	background	background
Scaffold11	100001	110000	43513803	31	0.3135	outlier	-0.0433	background	-0.0109	background	0.1114	background	-0.0751	background	-0.0319	background	0.3566	outlier	-0.3853	background	0.0032	background	-0.0357	background	0.4314	outlier	-0.0216	background	0.4866	outlier	-0.0382	background	0.4383	outlier	-0.0158	background	-0.0938000000000001	background	background
Scaffold11	145001	155000	43563847	574	0.0831	background	0.3176	outlier	0.3945	outlier	0.1513	background	0.2688	background	0.0686	outlier	0.2242	background	-0.1492	background	0.00639999999999996	background	0.0646	outlier	0.2514	background	0.1704	outlier	0.2139	background	0.2226	outlier	0.3086	outlier	0.1228	background	0.0892000000000001	background	background
Scaffold11	150001	160000	43565864	341	0.0545	background	0.3403	outlier	0.5013	outlier	0.1714	background	0.1235	background	0.07	outlier	0.2236	background	-0.1639	background	-0.0103	background	0.1009	outlier	0.2267	background	0.1756	outlier	0.1977	background	0.305	outlier	0.3435	outlier	-0.169	background	-0.1618	background	background
Scaffold11	165001	175000	43588123	60	0.0768000000000001	background	0.4663	outlier	0.1349	background	0.0913	background	0.4347	background	0.0179	background	0.0820000000000001	background	-0.0564	background	0.00770000000000004	background	0.000800000000000023	background	0.0762	background	0.0417	background	0.0569	background	0.1822	outlier	0.4851	outlier	0.0125000000000001	background	0.0106000000000001	background	background
Scaffold11	170001	180000	43590174	479	0.1279	background	0.3599	outlier	0.1756	background	0.0236	background	0.1434	background	0.0514	outlier	0.2084	background	-0.116	background	0.041	background	0.0307000000000001	background	0.1703	background	0.0999	background	0.1384	background	0.0321	background	0.1754	background	0.0226	background	0.0196999999999999	background	background
Scaffold11	175001	185000	43590710	440	0.1008	background	0.3066	background	0.1669	background	0.0382	background	0.1278	background	0.1039	outlier	0.2342	background	-0.1122	background	0.0181	background	0.0787	outlier	0.2111	background	0.1397	outlier	0.2097	background	0.0176	background	0.1683	background	0.0304	background	0.0354	background	background
Scaffold11	205001	215000	43626299	305	0.0985	background	0.1317	background	0.205	outlier	0.1604	background	0.1078	background	0.1065	outlier	0.3914	outlier	-0.1745	background	0.1104	outlier	0.0621	outlier	0.2344	background	0.1756	outlier	0.2536	background	0.0411	outlier	0.1991	background	0.1052	background	0.1518	background	background
Scaffold11	210001	220000	43629040	714	-0.0923	background	0.1002	background	0.1346	background	0.1943	background	0.2282	background	-0.0111	background	0.2229	background	-0.2328	background	0.00120000000000001	background	0.0564	outlier	0.1886	background	0.2066	outlier	0.2974	background	0.029	background	0.2112	background	0.1689	background	0.202	background	background
Scaffold11	215001	225000	43633999	967	-0.0801	background	-0.0394	background	-0.0115	background	0.0489	background	0.2558	background	-0.0915	background	0.0747	background	-0.2668	background	-0.1006	background	0.0117	background	0.0721	background	0.1301	outlier	0.0643	background	-0.0342	background	0.0881	background	0.095	background	0.1982	background	background
Scaffold11	235001	245000	43651490	567	-0.0262	background	0.0944	background	0.1052	background	0.1139	background	0.5732	background	-0.005	background	0.1232	background	-0.2128	background	-0.0846	background	0.0786	outlier	0.1723	background	0.1209	outlier	0.1727	background	0.00850000000000001	background	0.1395	background	0.215	background	0.2505	background	background
Scaffold11	240001	250000	43659736	1071	-0.142	background	0.0653	background	0.1298	background	0.1736	background	0.4535	background	-0.0486	background	0.1024	background	-0.2212	background	-0.0702	background	0.069	outlier	0.1881	background	0.0358	background	0.1529	background	-0.0239	background	0.1685	background	0.1145	background	0.099	background	background
Scaffold11	245001	255000	43660904	984	-0.1564	background	0.0619	background	0.1245	background	0.1646	background	0.4229	background	-0.0617	background	0.096	background	-0.2191	background	-0.0614	background	0.0635	outlier	0.189	background	0.0271	background	0.1573	background	-0.0306999999999999	background	0.171	background	0.1121	background	0.0805	background	background
Scaffold11	255001	265000	43671064	46	0.0358	background	0.0288	background	0.1607	background	-0.1022	background	0.1148	background	0.0516	outlier	-0.0915	background	0.0081	outlier	-0.135	background	0.0135	background	0.1297	background	0.0436	background	0.0926	background	0.0227	background	0.1508	background	0.5082	outlier	0.422	outlier	background
Scaffold11	290001	300000	43712023	40	-0.0876	background	-0.0196	background	-0.0068	background	-0.0503	background	0.1902	background	-0.0752	background	-0.0168	background	-0.1159	background	-0.0575	background	-0.1125	background	0.0597	background	-0.0746	background	0.1153	background	0.0425	outlier	0.0075	background	0.0864	background	0.0674	background	background
Scaffold11	305001	315000	43724733	397	-0.0605	background	0.3421	outlier	-0.0123	background	-0.0407	background	0.499	background	-0.087	background	0.1255	background	-0.1989	background	0.0136	background	-0.0946	background	0.1095	background	-0.0395	background	0.0321	background	-0.0813	background	0.1415	background	0.1868	background	0.1892	background	background
Scaffold11	500001	510000	43922591	15	0.1875	background	0.0544	background	-0.0465	background	-0.2051	background	NA	NA	-0.0255	background	0.0474	background	0.1256	outlier	0.1985	outlier	-0.0069	background	0.0341	background	0.0186	background	0.0611	background	-0.0246	background	0.0489	background	0.2052	background	0.02	background	background
Scaffold11	505001	515000	43923704	57	0.0745	background	-0.0142	background	0.0319	background	0.0543	background	0.3049	background	0.0407	background	0.2569	outlier	0.0391	outlier	0.2553	outlier	-0.0373	background	0.0902	background	-0.0263	background	0.2353	background	-0.0441	background	0.0843	background	0.3788	background	0.2902	background	background
Scaffold11	510001	520000	43924880	46	0.0413	background	-0.0282	background	-0.0171	background	0.1146	background	-0.1037	background	0.076	outlier	0.0883	background	0.0429	outlier	0.0552	background	-0.0699	background	0.1311	background	-0.1028	background	0.2083	background	-0.0637	background	0.1073	background	-0.0941	background	-0.1921	background	background
Scaffold11	560001	570000	43978273	1708	0.0501	background	0.0315	background	0.0493	background	0.063	background	0.5795	background	-0.051	background	0.0862999999999999	background	-0.1956	background	-0.0583	background	-0.0211	background	0.082	background	-0.00619999999999998	background	0.1349	background	-0.0686	background	0.1169	background	0.4783	outlier	0.5409	background	background
Scaffold11	590001	600000	44010035	378	0.1729	background	0.0157	background	0.0411	background	-0.0978	background	0.2929	background	0.0265	background	-0.0365	background	0.0107	outlier	-0.0523	background	0.0386	background	0.0236	background	0.0223	background	-0.0601	background	0.0162	background	0.0236	background	0.2655	background	0.2577	background	background
Scaffold11	630001	640000	44048801	1187	-0.0382	background	0.0236	background	0.0288	background	0.0661	background	0.5558	background	0.0261	background	0.1108	background	-0.1077	background	-0.023	background	-0.0353	background	0.0839	background	0.0163	background	0.1325	background	-0.0424	background	0.0885	background	0.5155	outlier	0.5654	outlier	background
Scaffold11	635001	645000	44053577	1480	0.0358	background	0.0473	background	0.045	background	0.0664	background	0.6233	background	0.0116999999999999	background	0.0738	background	-0.0893	background	-0.0272	background	0.0048	background	0.0941	background	0.0408	background	0.1274	background	-0.0088	background	0.0638	background	0.5463	outlier	0.5532	outlier	background
Scaffold11	640001	650000	44058199	1454	0.0327	background	0.0233	background	0.0272	background	0.0451	background	0.631	background	-0.00390000000000001	background	0.0286999999999999	background	-0.0881999999999999	background	-0.0556	background	-0.00749999999999999	background	0.0806	background	0.0105	background	0.0931	background	-0.0105	background	0.0445	background	0.5371	outlier	0.5408	outlier	background
Scaffold11	645001	655000	44062391	1140	0.0057	background	-0.0122	background	0.0266	background	0.042	background	0.6656	outlier	-0.0123	background	0.00380000000000003	background	-0.1057	background	-0.0896	background	-0.0332	background	0.0684	background	-0.0201	background	0.093	background	-0.0332	background	0.0448	background	0.5809	outlier	0.6059	outlier	background
Scaffold11	650001	660000	44068570	1230	0.0178	background	-0.0171	background	0.0446	background	0.081	background	0.5689	background	-0.0338999999999999	background	0.048	background	-0.1628	background	-0.0809	background	-0.0362	background	0.0671	background	-0.00360000000000005	background	0.1526	background	-0.0421	background	0.0799	background	0.4992	outlier	0.561	outlier	background
Scaffold11	705001	715000	44123492	1987	-0.0735	background	-0.0379	background	0.0336	background	0.0849	background	0.5805	background	-0.0229	background	0.098	background	-0.1538	background	-0.0329	background	-0.0315	background	0.0941	background	0.00650000000000001	background	0.1488	background	-0.0627	background	0.1445	background	0.4601	outlier	0.4969	background	background
Scaffold11	710001	720000	44127201	1351	-0.0201	background	0.0204	background	0.0728	background	0.0806	background	0.62	background	-0.0189	background	0.0855	background	-0.1506	background	-0.0462	background	0.0198	background	0.0952	background	0.0568	background	0.1794	background	-0.0439	background	0.1319	background	0.4828	outlier	0.5193	outlier	background
Scaffold11	855001	865000	44273011	1245	-0.0148	background	0.0093	background	0.0512	background	0.0514	background	0.2589	background	-0.0673	background	0.1491	background	-0.3036	background	-0.0872	background	-0.0505	background	0.1014	background	-0.0228	background	0.3579	outlier	-0.0286	background	0.081	background	0.1672	background	0.3021	background	background
Scaffold11	860001	870000	44275381	585	-0.0411	background	0.052	background	0.1318	background	0.1109	background	0.2675	background	-0.0488	background	0.1543	background	-0.3471	background	-0.144	background	-0.0215	background	0.1501	background	-0.00409999999999999	background	0.4326	outlier	0.0844	outlier	0.1513	background	0.1693	background	0.3175	background	background
Scaffold11	905001	915000	44328089	29	0.0437	background	-0.0169	background	0.0986	background	0.0268	background	0.2915	background	-0.0944	background	0.1756	background	-0.4644	background	-0.1944	background	-0.0262	background	0.1318	background	-0.093	background	0.4861	outlier	0.3418	outlier	0.1276	background	0.202	background	0.4402	background	background
Scaffold11	910001	920000	44330762	669	0.0124	background	0.1471	background	0.3185	outlier	0.313	outlier	0.5034	background	0.0689000000000001	outlier	0.1847	background	-0.2067	background	-0.0908999999999999	background	0.104	outlier	0.2527	background	0.2194	outlier	0.4977	outlier	-0.0359	background	0.0866	background	0.4046	background	0.4275	background	background
Scaffold11	915001	925000	44333195	1161	0.017	background	0.053	background	0.1226	background	0.3186	outlier	0.4513	background	0.00549999999999995	background	0.2233	background	-0.2798	background	-0.062	background	0.0053	background	0.2047	background	0.0597	background	0.4736	outlier	-0.0427	background	0.1204	background	0.3911	background	0.4717	background	background
Scaffold11	920001	930000	44338442	1098	0.0274	background	-0.1077	background	-0.1019	background	0.1529	background	0.4095	background	-0.1124	background	0.1722	background	-0.3487	background	-0.0641	background	-0.0909	background	0.1272	background	-0.1281	background	0.4389	outlier	-0.1013	background	0.0566	background	0.4069	background	0.516	background	background
Scaffold11	925001	935000	44341138	620	0.0102	background	-0.1456	background	-0.0634	background	-0.0263	background	0.4328	background	-0.1335	background	0.1077	background	-0.325	background	-0.0838	background	-0.0996	background	0.1054	background	-0.1666	background	0.4345	outlier	-0.1048	background	-0.0273	background	0.4528	background	0.5389	background	background
Scaffold11	930001	940000	44350419	563	0.0819	background	-0.0344	background	-0.0024	background	0.0808	background	0.3667	background	-0.0781999999999999	background	0.1992	background	-0.3495	background	-0.0721	background	-0.0677	background	0.1141	background	-0.0754	background	0.4478	outlier	-0.1021	background	0.1964	background	0.3269	background	0.4841	background	background
Scaffold11	935001	945000	44353593	1243	0.0824	background	-0.0309	background	-0.005	background	0.0508	background	0.4071	background	-0.0615	background	0.1844	background	-0.3038	background	-0.0579	background	-0.0645	background	0.1143	background	-0.0517	background	0.3942	outlier	-0.1097	background	0.2689	background	0.3951	background	0.5231	background	background
Scaffold11	940001	950000	44358643	1507	0.1435	background	-0.018	background	0.0086	background	0.0064	background	0.4441	background	-0.0495	background	0.187	background	-0.2412	background	-0.00470000000000004	background	-0.0561	background	0.1066	background	-0.0195000000000001	background	0.1925	background	-0.0844	background	0.2859	outlier	0.4346	background	0.5197	background	background
Scaffold11	980001	990000	44402620	247	-0.1218	background	0.0111	background	-0.0297	background	0.0715	background	0.2621	background	-0.1463	background	0.1618	background	-0.1887	background	0.1194	outlier	-0.0891	background	0.0848	background	-0.153	background	-0.0439000000000001	background	-0.1569	background	0.1262	background	0.4216	background	0.3792	background	background
Scaffold11	1010001	1020000	44429232	839	0.0791	background	-0.00220000000000001	background	0.00240000000000001	background	0.1275	background	0.2812	background	-0.0463	background	0.1921	background	-0.3266	background	-0.0882	background	-0.0533	background	0.1458	background	-0.0293	background	0.3656	outlier	-0.0591	background	0.1887	background	0.3145	background	0.449	background	background
Scaffold11	1015001	1025000	44433495	1248	0.1745	background	0.0917	background	0.0808	background	0.1589	background	0.3079	background	0.0176999999999999	background	0.2488	outlier	-0.3423	background	-0.1112	background	-0.0189	background	0.1981	background	0.0593	background	0.4584	outlier	0.021	background	0.2582	background	0.2807	background	0.4426	background	background
Scaffold11	1020001	1030000	44437739	1156	0.2596	background	0.1239	background	0.113	background	0.1959	background	0.3604	background	0.0402	background	0.266	outlier	-0.2859	background	-0.0601	background	-0.00850000000000001	background	0.2135	background	0.0720999999999999	background	0.4621	outlier	0.0727	outlier	0.3259	outlier	0.3232	background	0.4358	background	background
Scaffold11	1025001	1035000	44443503	1076	0.2181	background	0.0552	background	0.0679	background	0.1706	background	0.3778	background	-0.0263	background	0.1988	background	-0.2933	background	-0.0682	background	-0.0399	background	0.1514	background	0.0104	background	0.4429	outlier	0.00309999999999999	background	0.2259	background	0.3016	background	0.4172	background	background
Scaffold11	1030001	1040000	44447977	1039	0.242	background	0.0413	background	0.0588	background	0.1401	background	0.3373	background	-0.0354	background	0.2003	background	-0.362	background	-0.1263	background	-0.0407	background	0.138	background	0.00800000000000001	background	0.461	outlier	-0.0181	background	0.14	background	0.2643	background	0.4529	background	background
Scaffold11	1035001	1045000	44453811	1230	0.1646	background	0.0426	background	0.0567	background	0.1283	background	0.3469	background	-0.0105	background	0.1932	background	-0.3245	background	-0.1208	background	-0.0303	background	0.1304	background	0.05	background	0.3916	outlier	-0.012	background	0.1524	background	0.208	background	0.3916	background	background
Scaffold11	1070001	1080000	44490259	338	0.317	outlier	-0.0645	background	-0.0675	background	0.1162	background	0.2394	background	-0.1001	background	0.1366	background	-0.2809	background	-0.0442	background	-0.0973	background	0.0983	background	-0.0764	background	0.0462	background	-0.1271	background	0.2166	background	0.0289	background	0.1114	background	background
Scaffold11	1085001	1095000	44505505	387	0.3799	outlier	0.2211	background	0.2008	outlier	0.2663	outlier	0.0621	background	0.0039	background	0.0418	background	-0.034	background	0.0039	background	0.004	background	0.0315	background	0.1051	background	0.2214	background	0.0734	outlier	0.2834	outlier	0.0213	background	0.0277	background	background
Scaffold11	1160001	1170000	44579911	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0524	outlier	-0.0853	background	0.1161	outlier	-0.0216	background	0.0028	background	-0.0056	background	0.0014	background	-0.0085	background	0.0079	background	-0.011	background	-0.0731	background	-0.1312	background	background
Scaffold11	1165001	1175000	44579911	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0524	outlier	-0.0853	background	0.1161	outlier	-0.0216	background	0.0028	background	-0.0056	background	0.0014	background	-0.0085	background	0.0079	background	-0.011	background	-0.0731	background	-0.1312	background	background
Scaffold11	1395001	1405000	44813643	1170	0.1442	background	-0.2567	background	-0.2174	background	0.2581	outlier	0.5664	background	-0.1655	background	0.0740999999999999	background	-0.3584	background	-0.1188	background	-0.178	background	0.2685	background	-0.1741	background	0.2213	background	-0.1673	background	0.2428	background	0.2823	background	0.2067	background	background
Scaffold11	1400001	1410000	44816507	713	0.1464	background	-0.2838	background	-0.2519	background	0.2841	outlier	0.611	background	-0.203	background	0.0556000000000001	background	-0.4085	background	-0.1499	background	-0.1934	background	0.3053	outlier	-0.1923	background	0.2425	background	-0.1903	background	0.3115	outlier	0.1784	background	0.0786	background	background
Scaffold11	1405001	1415000	44818878	135	0.1373	background	-0.2582	background	-0.2564	background	0.2481	background	0.6134	background	-0.2203	background	0.034	background	-0.3815	background	-0.1272	background	-0.197	background	0.2918	outlier	-0.2013	background	0.2264	background	-0.1968	background	0.2983	outlier	0.0121	background	-0.1185	background	outlier
Scaffold11	1415001	1425000	44836184	488	0.0789	background	-0.0464	background	-0.0915	background	0.2591	outlier	0.6189	background	-0.109	background	0.0895	background	-0.3246	background	-0.1261	background	-0.1125	background	0.2984	outlier	-0.0899	background	0.2037	background	-0.1289	background	0.3097	outlier	-0.0213	background	-0.1041	background	outlier
Scaffold11	1420001	1430000	44836249	502	0.0768	background	-0.0461	background	-0.0923	background	0.258	outlier	0.6228	background	-0.1112	background	0.0892000000000001	background	-0.3229	background	-0.1225	background	-0.1131	background	0.2983	outlier	-0.0929	background	0.1992	background	-0.129	background	0.309	outlier	-0.0115	background	-0.0981	background	outlier
Scaffold11	1425001	1435000	44838536	14	0.3282	outlier	-0.3033	background	-0.6957	background	-0.347	background	0.906	outlier	-0.7639	background	-0.7007	background	-0.2481	background	-0.1849	background	-1.0724	background	-0.6398	background	-0.8762	background	-0.5861	background	-0.8658	background	-0.459	background	0.3679	background	0.4919	background	outlier
Scaffold11	1455001	1465000	44876810	13	0.2653	background	0.2399	background	NA	NA	NA	NA	-0.0289	background	0.00609999999999999	background	0.0713	background	-0.1096	background	-0.0444	background	0.2108	outlier	0.0726	background	NA	NA	NA	NA	0.397	outlier	0.2765	outlier	0.0519	background	0.095	background	background
Scaffold11	1460001	1470000	44876810	13	0.2653	background	0.2399	background	NA	NA	NA	NA	-0.0289	background	0.00609999999999999	background	0.0713	background	-0.1096	background	-0.0444	background	0.2108	outlier	0.0726	background	NA	NA	NA	NA	0.397	outlier	0.2765	outlier	0.0519	background	0.095	background	background
Scaffold11	1550001	1560000	44968128	1397	0.0927	background	-0.052	background	-0.0353	background	0.3183	outlier	0.507	background	-0.0584	background	0.1377	background	-0.2477	background	-0.0516	background	-0.1005	background	0.3257	outlier	-0.042	background	0.3565	outlier	-0.1016	background	0.2168	background	0.2877	background	0.1513	background	background
Scaffold11	1555001	1565000	44973909	1387	0.095	background	-0.0219	background	-0.0159	background	0.2964	outlier	0.5101	background	-0.0588	background	0.1772	background	-0.2872	background	-0.0512	background	-0.0780999999999999	background	0.3131	outlier	-0.0214	background	0.3388	background	-0.0811	background	0.2085	background	0.1481	background	0.0634	background	background
Scaffold11	1575001	1585000	44994478	1475	0.2001	background	-0.1012	background	-0.0779	background	-0.0445	background	0.6938	outlier	-0.0869	background	0.1091	background	-0.2029	background	-0.00690000000000002	background	-0.1176	background	0.111	background	-0.0967	background	0.0405	background	-0.1174	background	0.1053	background	0.1725	background	0.1775	background	background
Scaffold11	1580001	1590000	44997849	1724	0.1555	background	-0.1256	background	-0.1363	background	-0.1006	background	0.7439	outlier	-0.1079	background	0.0704	background	-0.1768	background	0.00149999999999995	background	-0.1512	background	0.0676	background	-0.1351	background	-0.0309	background	-0.1562	background	0.0881	background	0.1188	background	0.1201	background	outlier
Scaffold11	1585001	1595000	45002682	1172	0.1284	background	-0.1367	background	-0.1941	background	-0.0481	background	0.6917	outlier	-0.1609	background	0.0351	background	-0.2475	background	-0.0514999999999999	background	-0.2023	background	0.0891	background	-0.1999	background	-0.00450000000000006	background	-0.2036	background	0.1201	background	0.012	background	0.00949999999999995	background	outlier
Scaffold11	1590001	1600000	45008460	1237	0.1937	background	-0.1198	background	-0.129	background	0.1258	background	0.6497	outlier	-0.14	background	0.0947999999999999	background	-0.2967	background	-0.0619	background	-0.1709	background	0.2852	outlier	-0.1508	background	0.2469	background	-0.1741	background	0.2772	outlier	0.1814	background	0.0528999999999999	background	background
Scaffold11	1715001	1725000	45132863	1089	0.1951	background	-0.1633	background	-0.094	background	0.0714	background	0.2737	background	-0.0900000000000001	background	0.3302	outlier	-0.2269	background	0.1933	outlier	-0.1151	background	0.1816	background	-0.0879	background	0.1082	background	-0.12	background	0.1563	background	0.2282	background	0.1835	background	background
Scaffold11	1720001	1730000	45137813	1067	0.1713	background	-0.0508	background	-0.0498	background	0.0549	background	0.1064	background	-0.0865	background	0.2766	outlier	-0.2676	background	0.0955	background	-0.0987	background	0.1853	background	-0.0604	background	0.1637	background	-0.0865	background	0.1345	background	0.0519	background	0.0477	background	background
Scaffold11	1735001	1745000	45154556	685	0.1028	background	0.0167	background	0.0217	background	0.1516	background	0.1151	background	-0.0571	background	0.2651	outlier	-0.2351	background	0.0871	background	-0.0628	background	0.1504	background	-0.0501	background	0.15	background	-0.0728	background	0.1764	background	0.1229	background	0.1505	background	background
Scaffold11	1745001	1755000	45165162	501	0.1353	background	-0.1115	background	-0.1195	background	0.2717	outlier	0.1968	background	-0.1191	background	0.1523	background	-0.3023	background	-0.0309	background	-0.1035	background	0.1536	background	-0.1394	background	0.2573	background	-0.1166	background	0.1749	background	0.1276	background	0.1572	background	background
Scaffold11	1780001	1790000	45195281	400	0.1947	background	0.1592	background	0.0954	background	0.0546	background	0.4389	background	0.075	outlier	0.1905	background	-0.1227	background	-0.00719999999999998	background	0.0146	background	0.1422	background	0.1991	outlier	0.1632	background	0.0186	background	0.1426	background	0.1324	background	0.1879	background	background
Scaffold11	1875001	1885000	45292785	771	0.3286	outlier	0.0952	background	0.1231	background	0.1658	background	0.3468	background	0.0307999999999999	background	0.191	background	-0.1782	background	-0.018	background	0.0113	background	0.2105	background	0.0892	background	0.2395	background	-0.00910000000000002	background	0.128	background	0.2689	background	0.2674	background	background
Scaffold11	1880001	1890000	45299363	677	0.3572	outlier	0.101	background	-0.0142	background	0.0476	background	0.3448	background	-0.0561	background	0.0728	background	-0.1212	background	0.00770000000000004	background	-0.0629	background	0.00870000000000001	background	-0.0957	background	-0.0649	background	-0.0698	background	0.0112	background	0.1658	background	0.2222	background	background
Scaffold11	1895001	1905000	45314502	928	0.1307	background	0.0355	background	0.0311	background	0.0278	background	0.2909	background	-0.0552	background	0.2475	outlier	-0.2039	background	0.0988	outlier	-0.0598	background	0.0915	background	-0.0166999999999999	background	0.0921000000000001	background	-0.0411	background	0.0702	background	0.226	background	0.2832	background	background
Scaffold11	1900001	1910000	45317680	1127	0.1962	background	0.00819999999999999	background	0.00340000000000001	background	-0.0227	background	0.2594	background	-0.0713	background	0.277	outlier	-0.2073	background	0.141	outlier	-0.0749	background	0.0987	background	-0.0327	background	0.0699000000000001	background	-0.0588	background	0.0763	background	0.1656	background	0.2029	background	background
Scaffold11	1905001	1915000	45319914	498	0.2524	background	-0.0613	background	-0.0205	background	-0.0812	background	0.2547	background	-0.0857999999999999	background	0.2998	outlier	-0.2244	background	0.1612	outlier	-0.0864	background	0.1182	background	-0.0610000000000001	background	0.0464	background	-0.0681	background	0.0867	background	0.1163	background	0.1367	background	background
Scaffold11	1925001	1935000	45345297	208	-0.0381	background	-0.0288	background	-0.0713	background	-0.0081	background	0.3158	background	-0.1325	background	0.2393	outlier	-0.2053	background	0.1665	outlier	-0.0889	background	0.0602	background	-0.0776	background	0.0270999999999999	background	-0.0919	background	0.0436	background	0.3308	background	0.3434	background	background
Scaffold11	1940001	1950000	45353615	37	0.2124	background	-0.0996	background	-0.0614	background	-0.1312	background	0.1765	background	-0.0492	background	0.0903	background	-0.0214	background	0.1181	outlier	-0.0833	background	0.0864	background	-0.1948	background	-0.0174	background	-0.0194	background	-0.000199999999999999	background	0.0285	background	-0.0857	background	background
Scaffold11	2000001	2010000	45419027	234	0.2446	background	0.0358	background	0.0524	background	-0.2575	background	0.4126	background	-0.0246	background	0.0702	background	0.00890000000000002	outlier	0.1037	outlier	0.0205	background	-0.039	background	0.0287	background	-0.1255	background	-0.0025	background	-0.0081	background	0.1753	background	0.1808	background	background
